RA,DEC,DELTA_3MPC
2.067219,-6.222307,0.9803
270.318797,30.119058,-0.3669
206.316062,66.74692,0.7192
33.902968,19.644449,-0.9077
335.829289,-81.213304,3.2706
279.438167,-9.705168,-0.1276
52.306663,64.878963,-0.4846
347.054915,51.939922,0.4873
45.431551,82.124001,3.1345
163.684756,44.550089,-0.7842
57.231264,-60.959935,-0.9435
54.068686,-53.72638,-0.2119
348.410066,-27.791434,-0.9086
205.964201,-69.277168,-0.8207
93.30297,34.799732,6.1519
279.503774,-25.492469,-0.8396
315.087984,-54.671666,-0.8771
330.337417,-47.54394,0.4088
335.87459,79.347424,0.4911
326.009459,48.52078,2.1684
230.015663,-32.168289,-0.8957
123.287994,50.830841,-0.5899
333.204364,75.643331,0.3369
44.09875,48.488735,-0.6443
60.767933,-19.78367,2.1223
156.177915,-58.042857,-0.6541
102.119379,51.851733,-0.5826
221.663813,-80.024207,-0.6015
325.908692,-38.256804,1.4395
176.771277,-76.006967,-0.0413
199.393414,-45.62909,-0.6144
152.328142,-33.347004,-0.7706
254.724898,-24.425882,-0.2998
36.247961,-64.345382,-0.0488
17.492359,20.42719,-0.1948
230.881851,83.246834,-0.3872
192.556276,-69.244527,-0.137
146.64889,37.978509,-0.7175
120.237351,-57.493367,-0.2545
18.65068,25.732463,-0.4923
245.000218,-60.457455,-0.8272
151.728313,69.817833,-0.3651
160.296494,-85.739853,-0.3745
321.640147,-50.809977,-0.8703
265.517238,27.884363,0.8264
78.999534,31.36844,-0.6479
236.579939,-7.616211,-0.3621
47.611915,-45.874701,-0.7541
69.862992,21.954194,-0.5045
257.093727,88.485849,6.9735
45.320551,25.134546,0.0759
100.869822,-57.925792,-0.5496
323.301696,74.937608,-0.854
265.793572,38.540426,-0.6097
334.605426,17.936598,-0.6593
317.460003,-58.128938,-0.0272
112.528592,-36.546661,-0.7276
227.655876,-4.042406,0.4791
136.330444,17.225804,-0.5353
250.957559,-26.709161,-0.8915
125.444528,26.6512,1.165
0.474254,-60.347795,-0.6189
33.817757,57.652362,-0.7657
277.564437,-59.163202,-0.4332
30.241888,82.095244,-0.0356
215.792166,40.432484,-0.6779
308.800264,48.618762,0.3015
266.796445,-30.893139,-0.7995
148.837966,-33.935017,1.4218
75.097518,56.580391,-0.9118
332.113496,60.166751,-0.6846
203.903885,15.388468,1.1502
145.951221,-20.753311,-0.6926
339.140772,10.679563,-0.6251
77.406388,36.720228,-0.9056
159.221474,51.941477,0.8873
39.112455,-8.882357,-0.4442
44.956894,52.917216,0.4281
143.494652,25.653169,-0.0825
251.877728,61.866669,-0.9263
122.00182,54.367126,-0.9343
248.25527,-15.817912,-0.7108
289.868569,48.418954,4.0898
315.928049,18.882922,-0.5892
16.099021,29.400177,3.6765
278.543396,-49.038135,-0.8863
52.971164,49.256016,0.2666
251.374426,-69.189505,0.3209
133.798488,-54.94925,-0.8769
254.805587,-26.899232,-0.9364
76.976728,47.024893,2.4445
232.196659,-15.228269,-0.7987
45.185071,21.28436,1.5611
61.108397,75.152918,-0.7479
221.206293,38.211374,1.1161
121.237737,59.717191,-0.505
253.360106,-65.998241,0.7236
246.657397,-79.061197,0.4227
223.788236,-46.447228,2.4998
262.994595,71.49392,2.2473
285.816687,41.385749,0.4051
328.112382,-21.441809,-0.579
28.985699,73.910525,-0.9279
205.757645,27.969558,-0.507
269.55966,54.015366,-0.5597
78.098924,-74.180438,2.777
94.903611,59.70531,2.056
96.107164,-1.852449,-0.2971
206.03987,-74.748798,0.2115
131.821405,-82.998333,4.1764
239.794106,11.95876,-0.7437
219.686286,15.656138,-0.1664
236.56026,-57.39219,-0.7528
90.834342,-34.764714,0.4724
276.253695,-19.012764,-0.6661
239.052798,-88.059374,-0.9275
47.033861,84.650633,1.5929
72.062227,59.332406,-0.4419
108.347453,-44.949652,2.2717
336.974943,61.99676,1.735
117.485951,19.681763,-0.106
7.15647,-57.801108,-0.8941
50.985266,52.152231,0.0198
11.581857,-72.671188,-0.6129
145.022128,-13.701787,8.6168
286.975224,45.794266,0.2191
162.156881,71.540524,2.6846
302.037889,-38.312023,-0.1489
17.110556,18.602073,2.3763
169.100231,61.571441,0.3702
283.347134,65.810036,-0.5782
242.899998,-89.394372,1.5605
307.017193,-72.957404,-0.9044
98.580501,-55.957396,2.7188
180.306287,-87.710778,3.083
243.676288,70.908788,0.2285
60.656384,-78.046236,-0.6643
293.690417,74.742355,-0.8368
112.129218,-34.931368,0.7306
33.590629,-76.600346,0.302
275.652465,-21.973166,-0.9402
253.806473,41.06385,-0.6217
318.124711,-65.729768,-0.9103
321.146908,81.733106,-0.4337
100.269282,-58.167992,-0.6842
230.890599,71.748232,-0.3603
359.684279,-87.419098,-0.8323
87.770357,42.508498,2.1185
170.235601,-2.48158,-0.9193
327.659891,48.16725,0.8675
37.108671,28.260179,1.3228
334.169963,-54.82911,-0.87
175.736014,-81.10993,-0.6448
321.494684,-17.216926,-0.346
223.693708,14.287785,-0.9291
241.716797,62.980195,-0.5333
278.274871,-47.48148,-0.8958
24.168993,-35.769995,-0.5222
225.996602,-28.806929,-0.7132
332.617408,40.357672,-0.2359
344.204541,-67.364337,-0.6223
348.59572,3.910819,-0.1009
232.499837,16.279312,-0.7443
227.983265,3.897939,-0.9896
198.887424,7.983715,-0.576
218.719209,-11.887542,-0.8953
220.362455,87.500585,0.8739
15.266977,-8.884639,-0.8642
31.993663,60.637763,1.1055
222.989966,9.778113,0.1967
113.117915,20.038926,-0.2802
108.513175,56.273962,1.5638
69.63863,86.708053,-0.9697
288.385189,-64.546608,-0.482
347.158261,14.619901,-0.4313
225.992881,-57.179011,-0.6436
340.351162,-81.393501,-0.3899
318.198296,71.695745,-0.54
78.453712,88.853568,-0.8865
55.269324,34.241561,0.0832
76.171243,-16.976786,-0.6795
34.635378,46.117613,-0.1573
209.8365,87.709184,-0.3627
101.754015,74.609572,0.9058
328.65001,65.291229,4.1518
220.826798,2.574871,-0.9259
129.4598,-51.230665,1.2881
354.470628,-65.940475,0.3589
343.150019,-77.157741,-0.0705
280.301485,-28.609592,0.9281
285.006123,-82.782243,3.9597
351.817247,31.640139,-0.703
216.16424,58.537267,31.7066
316.807146,53.451329,-0.8693
23.33798,-74.71387,-0.5849
199.462507,-53.989776,0.2961
180.905882,84.320663,-0.6675
13.58059,89.524601,-0.4589
31.302715,84.950241,0.1871
7.862013,76.190801,-0.1984
105.845402,-63.838193,3.9054
19.264043,52.132176,2.1994
152.337487,-51.756772,-0.6683
292.588708,-43.676509,-0.1023
220.978731,-1.616667,0.9157
242.564368,54.535644,-0.9495
11.342407,-10.231069,-0.2076
302.22949,-49.462753,-0.6152
52.628537,73.718786,-0.4238
108.954315,-38.541948,4.9127
186.045802,49.138465,0.7082
334.797635,47.732249,0.061
359.333701,-73.676937,-0.7403
281.757846,-9.802709,1.5179
262.553121,-66.28357,-0.8374
189.965639,40.251762,-0.4763
239.625842,43.642875,0.0085
51.992703,-35.72481,-0.1503
96.910603,32.689191,-0.6096
354.471431,-15.172723,-0.7358
352.661408,10.953706,4.2625
116.270062,33.391257,-0.8621
86.777486,61.055023,0.9129
82.626507,-1.233498,-0.5501
174.551178,36.374485,-0.799
80.555969,-40.043988,-0.5729
233.458788,-5.958775,-0.5369
26.935132,-74.28225,-0.8454
37.3238,-3.17237,2.4046
99.696339,-23.038584,-0.1369
279.879564,75.802436,-0.8209
116.384234,-42.79316,-0.7523
169.494042,89.052748,-0.9325
236.383937,-52.107028,-0.1176
283.874372,17.782904,-0.6137
110.559248,-31.086105,-0.902
263.148988,72.047013,-0.8128
102.984266,-3.143678,-0.7169
232.007835,-42.594173,-0.7862
162.316851,-59.560331,11.8837
333.586015,44.490666,0.9824
353.553619,70.713173,-0.8701
278.684319,48.017592,0.2617
329.567161,3.371808,-0.5138
49.141527,75.719314,-0.2474
235.607025,2.115395,-0.6145
71.412459,-50.15505,0.3104
99.708662,-47.99878,2.0363
188.216367,25.428384,-0.289
267.115417,56.581685,-0.8049
259.737867,35.752068,-0.3575
313.005363,-67.866986,0.588
201.338947,-6.829827,0.8193
333.483355,-78.398025,-0.5646
319.639894,75.661737,-0.8924
305.660696,-71.418988,1.3992
82.627239,74.12762,-0.5066
191.321278,-25.589276,-0.0129
265.045175,15.25139,5.4857
351.396903,36.869641,0.2161
4.193019,60.082144,0.3728
117.761232,38.407392,-0.4946
123.246091,0.742189,0.4372
103.872445,-42.901562,-0.9547
294.272748,-53.846315,-0.9597
16.225717,32.532289,-0.2248
129.39651,-18.036812,-0.9061
256.206459,40.067291,3.6441
146.426299,50.453941,1.125
51.86289,-44.913326,3.3637
219.90689,-85.545,-0.6096
188.139685,-0.036113,-0.1123
353.461981,-31.621871,-0.448
269.469439,-71.434839,-0.5848
355.023356,-12.436174,-0.819
67.086951,-19.804374,-0.574
274.174203,-49.428134,-0.7657
198.589759,-30.903292,0.0922
256.50342,-81.785111,-0.6934
168.318527,83.294475,1.817
76.460695,39.172064,-0.776
16.465199,-57.087256,-0.5569
301.783773,11.746262,-0.051
293.331005,28.405757,-0.4368
58.514304,5.45456,-0.6997
232.265124,18.934075,0.546
265.584132,66.466296,-0.5933
200.744998,70.300401,1.2565
114.202405,-85.057556,-0.4544
317.140525,2.700139,0.2623
231.27863,-7.601309,0.0252
259.278304,-82.574804,-0.9172
234.761231,73.286259,4.5873
259.663922,88.524332,-0.9056
52.224172,37.76758,1.1557
332.133983,-40.912239,-0.6248
102.891887,-78.133009,-0.4165
301.15844,-39.131604,-0.7144
321.618313,19.098554,0.9475
234.440498,-38.413594,-0.7544
215.388274,43.759683,-0.8421
39.257356,86.652354,2.0673
157.039641,-51.61409,2.171
220.191978,88.766139,-0.4646
29.472938,-0.042983,-0.8545
40.126324,-14.877138,-0.6512
357.653252,-54.499056,-0.6336
119.604294,-77.028998,0.9705
125.903695,44.050569,3.1744
90.550494,30.873032,0.2084
232.567117,47.987182,-0.5108
170.307319,-50.991899,-0.8385
284.555145,44.617447,0.1785
184.498139,23.147349,0.4248
5.549753,-18.478232,-0.883
173.767461,-58.858892,-0.5035
19.867425,29.667005,0.4493
297.643097,73.768195,-0.6016
40.916911,54.253584,-0.3595
78.103445,87.322003,0.8432
165.587487,-62.814666,-0.3545
70.26626,26.638532,-0.9608
194.119186,-25.883264,1.4331
165.851433,-28.05937,0.0485
342.90814,-29.638542,-0.9075
31.814483,29.153594,0.8267
207.623537,51.175581,-0.7842
259.343859,9.41705,0.7558
45.945723,35.920216,-0.8804
229.126366,-26.562829,0.2301
311.12606,-0.138923,-0.1846
283.520032,-60.992553,-0.8174
336.661449,-80.447638,-0.3519
259.410851,-8.132901,2.9102
141.835259,85.725477,5.2323
331.362498,76.112361,-0.5734
81.128436,71.496173,1.0873
210.13282,-24.394229,-0.9069
275.63686,44.973959,2.0309
314.02122,78.572141,1.078
329.955167,-79.086748,3.5624
30.591234,-9.716398,-0.6718
261.381301,-23.028376,-0.6743
73.477546,61.686374,1.493
280.482999,14.041627,-0.0799
252.248303,89.674306,-0.3757
65.286849,-79.82929,0.6358
299.818862,-33.68095,0.3944
166.243969,9.581202,-0.3514
195.788215,-50.492632,0.9564
349.705351,84.296429,0.0882
236.385212,34.879182,-0.3909
211.882732,19.261638,-0.8904
6.034598,-65.408506,-0.6278
71.717341,52.399096,-0.1378
9.563552,84.741102,-0.8942
119.992473,54.343525,-0.8738
124.023007,11.809851,-0.89
190.918825,33.170596,-0.439
248.316641,5.907448,-0.4486
64.564262,-83.323734,-0.876
216.595591,66.821099,-0.8155
330.111459,-47.914473,1.5026
66.602828,-33.567905,0.2124
237.271691,74.781948,0.1694
16.412091,44.614964,-0.8756
191.213148,9.066378,0.0685
266.954133,-44.241335,-0.6427
12.255041,58.229621,-0.8975
120.119541,6.191916,-0.8679
316.064515,8.288357,1.0676
81.172726,-55.829291,-0.9239
260.23484,-10.946092,12.448
220.405779,-25.765225,-0.9394
58.92756,-37.149351,1.1477
267.014705,-4.767861,-0.1519
191.549157,61.352875,0.4995
40.329288,-33.076366,0.3229
341.773705,-45.731479,1.0922
177.10633,68.796507,-0.4469
268.229101,49.108581,-0.0781
78.372096,11.784211,-0.1011
49.385955,32.410512,0.1814
266.870439,-74.760493,-0.263
242.576704,42.871452,1.2345
98.678768,70.40667,-0.8632
268.662037,-4.848264,0.346
181.797214,61.532921,-0.6546
125.495012,12.484056,-0.3466
283.281054,-83.507526,8.0632
222.041789,-87.673846,1.9051
182.616612,-67.197487,-0.9173
278.318555,83.527947,-0.6316
196.13821,82.233089,-0.7453
337.872396,-82.503097,0.3347
294.500049,-23.542592,1.5539
128.947526,80.410417,-0.8188
167.37093,9.547821,-0.5407
344.639905,52.57009,-0.2946
322.273582,-53.239723,-0.7064
68.826794,-71.498412,-0.3001
98.74938,-30.537317,0.5567
131.191387,34.639687,0.1079
316.745653,77.383277,-0.677
333.870232,50.432444,2.9142
288.842487,-16.31009,-0.9572
99.255041,-22.900847,-0.9538
319.34333,66.670213,-0.6526
11.837205,3.132071,-0.0995
152.209253,-7.777089,-0.8301
135.946308,-38.592407,10.0903
192.686258,34.163228,-0.2683
201.830601,-62.634905,-0.5012
81.145615,-20.174098,1.0204
73.640053,45.439221,-0.9051
289.283973,31.507224,2.3947
27.430847,-66.010771,-0.8557
177.582976,-25.576881,-0.8689
68.992706,-19.027354,-0.295
115.044201,-47.948361,-0.6848
99.825991,-53.948996,0.5192
255.068001,1.619499,-0.6253
164.167417,-29.676007,0.7636
107.79906,19.257554,0.2974
299.286719,25.379807,-0.0611
30.886251,81.9476,-0.3792
275.889832,16.310756,-0.6249
89.392593,57.799891,-0.5235
330.48692,73.919686,-0.361
2.001271,-13.419066,0.628
200.398801,-58.594594,-0.2613
224.015394,-39.66487,-0.7168
207.82812,33.188806,0.486
293.405505,-32.080376,-0.6551
40.379043,-66.43764,2.4836
149.600162,-64.903923,0.1482
310.945238,-29.828359,2.2184
319.944704,-63.953235,-0.4056
179.403985,75.228797,0.3288
200.868082,-88.805373,-0.4198
275.007039,-48.192,-0.7018
280.659742,77.204892,0.4135
319.709268,55.21224,-0.6958
303.788664,76.489498,-0.7007
149.192393,67.909211,-0.9224
233.911198,-14.392841,2.0325
173.964693,-73.233735,-0.6112
42.466128,59.715205,-0.6283
295.805131,-22.688008,-0.692
216.634871,-69.284936,-0.6205
20.881873,49.208914,-0.7388
243.67258,-85.451635,-0.8422
101.916373,-50.806954,0.2613
24.935475,28.105581,-0.7152
218.372009,-46.779289,0.9883
263.595115,-78.067514,-0.3155
186.222346,32.849523,-0.9495
2.033378,-35.393428,0.259
207.677785,75.058901,-0.3842
2.379267,-78.616866,-0.3274
333.506988,-27.112209,0.3786
96.229857,71.659309,-0.7742
313.562377,-75.665611,1.7961
4.359344,67.708569,-0.6146
34.997944,60.59009,3.4531
162.50699,-66.20047,-0.8549
273.098656,10.591074,-0.8246
339.322212,-68.577528,-0.2397
187.594133,76.894549,-0.0551
127.965857,87.478076,-0.4485
16.039634,-27.523049,-0.2734
210.13541,82.946069,0.8531
136.815755,-40.614622,-0.5658
327.288054,18.482592,-0.8335
172.82132,-46.573062,2.2113
275.560914,-86.193757,1.4429
305.35579,-26.891606,1.0536
35.37994,-10.600745,-0.86
158.704671,-55.198972,-0.7839
321.738275,3.007621,0.1276
152.803907,77.506762,4.2035
203.45554,56.562767,2.5992
314.317421,-15.722372,-0.5025
83.733691,-14.477008,-0.7744
322.049399,66.188792,-0.8319
142.930232,12.714321,-0.5724
213.491998,-14.752846,15.5663
118.094214,-40.218592,-0.8249
189.762859,78.915407,-0.3886
17.742889,-2.168111,-0.7656
23.493591,-31.301439,-0.1512
149.300194,71.863968,-0.9325
120.582692,32.410843,-0.851
221.685052,69.296521,-0.8146
13.64766,-35.968111,-0.859
60.360721,85.926246,-0.7859
75.453082,66.968691,-0.3935
158.577037,24.505945,2.1882
88.860514,85.539235,-0.5456
49.558567,-10.885505,-0.7679
215.126523,0.384469,0.0779
267.793912,17.365154,1.0056
246.696504,50.534261,-0.8563
99.424834,36.309742,-0.7768
307.600141,75.147239,-0.7495
220.255985,-5.372511,-0.579
221.280012,12.296872,-0.5325
76.625443,-15.240098,-0.2913
87.196639,52.089161,-0.609
170.910078,39.261404,0.171
85.615571,81.87411,-0.5891
247.707985,84.243249,-0.911
111.079624,10.733091,0.1589
54.689815,-83.106695,-0.7878
54.580987,15.579675,-0.6556
45.802,26.734064,0.5104
158.310028,-77.881827,-0.0493
1.094413,-57.462375,-0.6886
195.254024,66.122937,1.4087
107.389052,-12.26176,1.2126
198.892379,76.213438,-0.8771
336.753149,-31.895113,-0.9814
312.85714,86.506509,-0.4255
207.514742,31.320085,-0.5204
150.505313,44.80402,0.6689
251.410562,17.939073,2.2776
332.33016,7.880779,2.9124
176.236944,40.84131,5.7641
35.750781,-53.969962,-0.8345
275.791752,-2.28027,2.5048
3.772495,81.014327,-0.918
275.269853,71.017157,-0.9737
30.569977,77.649285,-0.8709
38.381967,54.191422,-0.3296
281.414473,51.230421,-0.0179
248.227814,76.662426,-0.6341
202.285127,47.6705,-0.4633
295.410669,-73.678319,-0.2658
306.492664,13.679314,-0.4135
164.704412,-83.099814,-0.8395
358.667527,-58.013953,-0.2947
128.728778,32.11065,2.5756
61.742796,75.969318,-0.5171
304.55152,-87.411476,-0.8799
149.605301,46.140691,3.9001
314.819874,-7.728581,-0.3363
22.019884,58.103755,-0.555
39.97876,24.043511,3.1337
14.498158,15.754195,-0.7734
216.723946,-13.309948,-0.1272
299.471105,-27.307387,-0.925
144.957882,0.501554,-0.7506
32.650362,31.068055,-0.8958
134.448778,-21.818454,-0.5072
125.296608,-2.164639,0.1292
231.649893,17.276166,-0.5135
234.774586,-89.463815,0.167
37.088538,-51.497424,-0.3984
151.26364,-56.812044,-0.8214
231.30523,67.206388,0.8893
93.190035,71.921103,0.3211
146.548903,-57.643012,0.3588
220.930175,35.649292,-0.713
145.033452,-15.016962,-0.9114
11.10995,8.67556,-0.3681
80.141758,-16.152889,0.86
279.389129,-5.661404,-0.6448
89.461468,34.19214,-0.7272
294.376121,-37.822361,-0.1032
168.086817,-86.204304,-0.9226
170.251609,0.461962,-0.9398
277.385838,-72.34466,0.4652
137.985665,82.282278,-0.2798
85.853013,-28.422877,-0.0021
37.811656,-86.231445,-0.3001
241.887555,-3.522027,-0.8941
169.179314,-32.113757,-0.7473
291.386477,33.509732,-0.5975
164.762895,37.046915,0.1053
149.331843,35.706681,-0.6645
107.58675,-19.467318,0.0536
71.794034,64.427932,-0.7713
298.9573,-81.473754,2.5951
34.276094,-5.347446,-0.2915
324.76598,80.54902,-0.0362
9.687294,-14.718368,0.0923
188.010841,86.813342,-0.9702
20.998282,38.03206,-0.0646
280.658564,-16.352461,-0.4681
76.138749,32.860324,-0.5898
203.732127,80.424665,-0.0714
329.920597,62.856621,-0.6588
233.733217,-54.864909,1.8649
64.195187,56.854072,4.2054
286.803997,-49.103785,-0.2705
158.932658,-72.023874,0.5186
4.743626,-17.393131,-0.6078
175.235389,16.610112,-0.8436
292.494484,-33.780246,-0.0326
154.784747,62.480653,-0.8379
273.034098,-31.318639,-0.7377
253.989318,-68.34295,-0.4127
164.488434,-0.236566,-0.4776
116.381731,24.054296,-0.432
261.554401,-40.317662,1.2425
132.81063,71.068888,0.9731
61.231358,-78.940758,0.9348
115.510702,17.283859,-0.2467
315.662109,61.546554,-0.8688
102.02008,55.90019,-0.5895
84.585793,27.217599,-0.7207
48.031225,-82.43693,-0.298
19.864024,-75.451423,1.3176
351.609248,-3.275163,-0.0859
193.239658,80.10905,-0.4916
262.672006,-75.905933,0.4128
278.270441,63.47652,-0.4454
126.834118,56.342467,-0.5081
287.606128,81.69552,0.4045
346.134328,-62.741335,0.0462
267.034266,-71.139641,-0.7257
256.223926,-21.730836,-0.8904
155.604163,3.311055,-0.2544
302.875245,64.435291,-0.5971
31.981455,75.702228,-0.6435
269.886136,-32.370436,-0.6777
130.317675,58.222496,-0.47
203.75061,60.749399,-0.3658
321.466957,-15.787704,-0.6887
217.807042,-7.602146,-0.7756
9.209351,68.71053,-0.9233
260.137744,67.851422,-0.3704
334.448822,82.997689,0.4659
231.1243,20.176411,-0.2895
310.111228,-2.377607,-0.8921
297.106472,58.823547,-0.7842
310.065222,-75.475893,-0.8291
123.876145,67.025321,-0.7958
170.69887,-51.014808,-0.7508
305.292062,-5.476902,-0.7259
327.743487,33.531534,8.3761
52.86294,-84.986803,-0.6916
65.351657,-19.695996,-0.9432
124.858656,-37.282458,1.0169
277.307218,-77.705004,-0.3072
314.993217,-59.725609,0.6649
208.886451,-61.28195,-0.4535
40.776543,45.230463,1.9854
109.349363,-17.18654,-0.269
308.528282,-81.683312,0.9047
125.119792,-49.914269,0.824
37.010608,40.203318,-0.6146
108.744648,-49.82872,-0.2361
290.414287,-11.194462,1.4431
177.652632,28.416084,0.0943
61.766199,82.999474,1.0377
112.547654,-79.131047,10.0516
343.289261,-50.106844,-0.6647
155.504696,-50.019823,-0.5897
158.975732,69.045187,-0.9061
55.105057,9.201039,-0.8297
109.63955,45.159334,-0.7436
293.287008,-7.337911,-0.0865
283.031631,-4.864193,-0.5458
156.779568,85.274457,-0.6953
321.714814,-60.317641,-0.52
136.89321,-18.483671,-0.6978
311.158649,87.653695,-0.5767
11.363598,-43.100177,-0.8971
125.002904,-70.024763,2.1319
307.824652,-36.659995,-0.551
324.471442,60.457325,-0.7049
272.312655,89.199571,-0.5536
241.151694,22.162381,-0.7903
293.581767,88.130325,1.3022
254.720948,-57.95177,-0.8909
91.519544,23.243427,-0.32
167.845284,16.661576,3.1848
237.853799,-66.330808,-0.7631
211.608993,20.860973,-0.9528
318.635139,6.551278,-0.4861
170.584071,46.138142,-0.5226
64.075456,59.489554,-0.4886
77.249533,-49.668272,-0.7189
304.580361,-70.197827,-0.1859
3.139544,76.386148,0.6417
312.88693,43.319049,-0.7018
20.011711,-24.774677,-0.2242
140.997049,6.60067,-0.7463
288.063442,58.031306,6.5108
146.741536,-60.718948,1.1293
296.045347,-89.765507,4.9947
36.10758,8.354164,0.7426
184.155202,-73.228127,-0.872
209.690646,83.191814,-0.7521
320.712695,-53.326226,0.3595
33.703706,42.517122,-0.588
121.896247,37.993708,0.3606
237.365314,-60.067549,-0.5203
352.774829,-85.420983,0.5906
305.378757,-48.55859,5.3896
304.738222,7.374872,-0.8767
186.185711,-67.253848,-0.9128
203.147684,79.21314,-0.5643
309.088834,50.892978,-0.4342
313.065211,-49.637659,-0.6796
288.818844,-69.650306,-0.0411
294.685659,-77.837594,-0.5962
316.666749,57.539478,-0.7692
40.961495,68.781551,-0.1651
105.350176,4.685052,0.561
351.400872,11.631615,-0.2176
